,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,Annual_uncertainty
2025,1.0917110657982945,1.0698574651910082,1.0527201703585132,1.0393078519785066,1.0288375501330846,1.0206908767454983,1.0143794239104116,1.0095174431133178,1.0058002670570283,1.0029872670456819,1.0008883925887724,0.9993535402715248,1.028004276182637,0.028585362011438017
2026,0.9982641572027201,0.9975266093498649,0.9970669437966632,0.9968267519315979,0.9967599021608087,0.996829959378293,0.9970081468425959,0.9972717364505328,0.9976027773623545,0.9979870918596174,0.9984134822656072,0.9988731045646737,0.9975358885971106,0.0006750555354805856
2027,0.9993589736817146,0.9998655727479095,1.000388544495637,1.0009244475196823,1.0014705637703682,1.0020247465100727,1.002585300228056,1.0031508857962206,1.0037204455603626,1.0042931441766358,1.0048683218837136,1.0054454575967626,1.0023413669972612,0.0019181359391253843
2028,1.0060241397587668,1.0066040433186654,1.0071849115485012,1.007766541682457,1.00834877357445,1.0089314807398087,1.0095145632799158,1.0100979422940362,1.0106815554657302,1.0112653535769702,1.0118492977549598,1.0124333572976496,1.0092251633576592,0.0020118166477436222
2029,1.0130175079563128,1.013601730579109,1.0141860100397595,1.0147703343914072,1.0153546941983274,1.0159390820081087,1.0165234919347763,1.0171079193295396,1.0176923605207462,1.0182768126084953,1.0188612733024218,1.0194457407935769,1.0162314131385484,0.0020173539092571383
2030,1.020030213653238,1.0206146907529887,1.0211991712015964,1.0217836542951584,1.0223681394777269,1.0229526263102093,1.0235371144458074,1.0241216036106167,1.0247060935883052,1.0252905842080124,1.0258750753347912,1.026459566862059,1.0232448778117091,0.0020176802200649775
2031,1.0270440587056366,1.0276285507990381,1.0282130430897525,1.0287975355363062,1.029382028105943,1.029966520772792,1.0305510135164198,1.0311355063206882,1.031719999172851,1.0323044920628413,1.0328889849827079,1.0334734779261712,1.0302587675825958,0.0020176994463307245
2032,1.0340579708882711,1.0346424638650906,1.0352269568535357,1.0358114498511628,1.0363959428560419,1.0369804358666486,1.0375649288817792,1.0381494219004828,1.038733914922008,1.0393184079457622,1.0399029009712768,1.0404873939981816,1.03727268240002,0.0020177005791330595
2033,1.0410718870261844,1.0416563800550545,1.0422408730846096,1.0428253661147056,1.043409859145229,1.0439943521760897,1.044578845207217,1.045163338238555,1.0457478312700592,1.0463323243016946,1.0469168173334338,1.0475013103652548,1.044286598693174,0.0020177006458771997
2034,1.0480858033971405,1.0486702964290775,1.0492547894610547,1.0498392824930638,1.050423775525098,1.0510082685571522,1.0515927615892222,1.0521772546213044,1.0527617476533966,1.0533462406854963,1.0539307337176023,1.054515226749713,1.0513005150732766,0.0020177006498097293
2035,1.0550997197818277,1.0556842128139452,1.0562687058460651,1.056853198878187,1.0574376919103103,1.0580221849424347,1.0586066779745602,1.0591911710066864,1.0597756640388132,1.0603601570709404,1.060944650103068,1.0615291431351956,1.058314431458503,0.0020177006500414433
2036,1.0621136361673236,1.0626981291994517,1.06328262223158,1.0638671152637085,1.064451608295837,1.0650361013279657,1.0656205943600943,1.066205087392223,1.066789580424352,1.0673740734564807,1.0679585664886095,1.0685430595207384,1.0653283478440305,0.002017700650055058
2037,1.0691275525528672,1.069712045584996,1.0702965386171248,1.0708810316492536,1.0714655246813825,1.0720500177135113,1.07263451074564,1.073219003777769,1.0738034968098977,1.0743879898420265,1.0749724828741554,1.0755569759062842,1.0723422642295757,0.0020177006500556745
2038,1.076141468938413,1.0767259619705418,1.0773104550026706,1.0778949480347995,1.0784794410669283,1.079063934099057,1.079648427131186,1.0802329201633147,1.0808174131954436,1.0814019062275724,1.0819863992597012,1.08257089229183,1.0793561806151215,0.0020177006500556745
2039,1.0831553853239588,1.0837398783560876,1.0843243713882165,1.0849088644203453,1.085493357452474,1.086077850484603,1.0866623435167317,1.0872468365488606,1.0878313295809894,1.0884158226131182,1.089000315645247,1.0895848086773758,1.0863700970006673,0.0020177006500556745
2040,1.0901693017095047,1.0907537947416335,1.0913382877737623,1.0919227808058911,1.09250727383802,1.0930917668701488,1.0936762599022776,1.0942607529344064,1.0948452459665352,1.095429738998664,1.0960142320307928,1.0965987250629217,1.0933840133862132,0.0020177006500556745
2041,1.0971832180950505,1.0977677111271793,1.0983522041593081,1.098936697191437,1.0995211902235658,1.1001056832556946,1.1006901762878234,1.1012746693199522,1.101859162352081,1.1024436553842099,1.1030281484163387,1.1036126414484675,1.100397929771759,0.0020177006500556745
2042,1.1041971344805963,1.1047816275127251,1.105366120544854,1.1059506135769828,1.1065351066091116,1.1071195996412404,1.1077040926733692,1.108288585705498,1.1088730787376269,1.1094575717697557,1.1100420648018845,1.1106265578340133,1.1074118461573048,0.0020177006500556745
2043,1.1112110508661421,1.111795543898271,1.1123800369303998,1.1129645299625286,1.1135490229946574,1.1141335160267862,1.114718009058915,1.1153025020910439,1.1158869951231727,1.1164714881553015,1.1170559811874303,1.1176404742195591,1.1144257625428506,0.0020177006500556745
2044,1.118224967251688,1.1188094602838168,1.1193939533159456,1.1199784463480744,1.1205629393802032,1.121147432412332,1.1217319254444609,1.1223164184765897,1.1229009115087185,1.1234854045408473,1.1240698975729762,1.124654390605105,1.1214396789283965,0.0020177006500556745
2045,1.1252388836372338,1.1258233766693626,1.1264078697014914,1.1269923627336202,1.127576855765749,1.1281613487978779,1.1287458418300067,1.1293303348621355,1.1299148278942643,1.1304993209263932,1.131083813958522,1.1316683069906508,1.1284535953139423,0.0020177006500556745
2046,1.1322528000227796,1.1328372930549084,1.1334217860870373,1.134006279119166,1.134590772151295,1.1351752651834237,1.1357597582155525,1.1363442512476813,1.1369287442798102,1.137513237311939,1.1380977303440678,1.1386822233761966,1.1354675116994881,0.0020177006500556745
2047,1.1392667164083254,1.1398512094404543,1.140435702472583,1.141020195504712,1.1416046885368407,1.1421891815689695,1.1427736746010984,1.1433581676332272,1.143942660665356,1.1445271536974848,1.1451116467296136,1.1456961397617424,1.142481428085034,0.0020177006500556745
